"Stanza_text","ST_Correct","Title","Author","Year","Copyrighted","Tipo de rima","Información métrica",
"El hado, que no se inclina
ni ceja, cual polvo vano
los barrió,
y en espantosa ruina, 
al pueblo y al soberano
sepultó.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y los imperios pasaron,
Cual una imagen ligera
En el sueño;
De Cosroes se allanaron
Las alcázares, do era
De Asia dueño.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Desdeñado y sin corona
Cayó el soberbio Darío
Muerto a tierra. 
¿A quién la muerte perdona?
¿Del tiempo el andar impío
Qué no aterra?","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"¿De Salomón encumbrado
Al fin no acabó el poder
Estupendo? 
Siempre del seno del hado
Bien y mal, pena y placer
Van naciendo.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"España tan conmovida
Al golpe rudo se siente
Y al fragor, 
Que estremece su caída
Al Arabia y al Oriente
Con temblor.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El decoro y la grandeza
De mi patria, y su fe pura,
Se eclipsaron; 
Sus vergeles son maleza,
Que su pompa y hermosura
Desnudaron.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Montes de escombro y desiertos
No ciudades populosas,
Ya se ven;
¿Qué es de Valencia y sus huertos?
¿Y Murcia y Játiva hermosas?
¿Y Jaén? ","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"¿Qué es de Córdoba en el día,
Donde las ciencias hallaban
Noble asiento,
Do las artes á porfía
Por su gloria se afanaban
Y ornamento?","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"¿Y Sevilla? ¿Y la ribera
Que el Betis fecundo baña
Tan florida? 
Cada ciudad de éstas era
Columna en que estaba España
Sostenida.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Sus columnas por el suelo,
¿Cómo España podrá ahora
Firme estar? 
Con amante desconsuelo
El Islam por ella llora
Sin cesar.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y llora al ver sus vergeles,
Al ver sus vegas lozanas
Ya marchitas,
Y que afean los infieles
Con cruces y con campanas
Las mezquitas.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"En los mismos almimbares
Suele del leño brotar
Tierno llanto. 
 Los domésticos altares
Suspiran para mostrar
Su quebranto.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Nadie viva con descuido,
Su infelicidad creyendo
Muy distante, 
Pues mientras yace dormido,
Está el destino tremendo
Vigilante.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Es dulce patria querida
La región apellidar
Do nacemos; 
Pero, Sevilla perdida,
¿Cuál es la patria, el hogar
Que tenemos?","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Este infortunio a ser viene
Cifra de tanta aflicción
Y horror tanto; 
Ni fin, ni término tiene
El duelo del corazón
 Y el quebranto.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y vosotros, caballeros,
Que en los bridones voláis
Tan valientes, 
Y cual águilas ligeros,
entre las armas brilláis
Refulgentes;","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Que ya lanza poderosa
Agitáis en vuestra mano,
Ya en la oscura 
Densa nube polvorosa,
Cual rayo el alfanje indiano
Que fulgura;","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Vosotros que allende el mar
Vivís en dulce reposo,
Con riquezas 
Y que podéis disipar,
Y señorío glorioso
Y grandezas;","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Decidme: los males fieros
Que sobre España han caído,
¿No os conmueven? 
¿Será que los mensajeros
La noticia a vuestro oído
Nunca lleven?","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Nos abruman de cadenas;
Hartan con sangre su sed
Los cristianos. 
¡Doleos de nuestras penas!
Nuestra cuita socorred
Como hermanos!","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El mismo Dios adoráis,
De la misma estirpe y planta
Procedéis;
¿Por qué, pues, no despertáis?
¿Por qué á vengar la ley santa
Nos os movéis?","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Los que el imperio feliz
De España con alta honra
Sustentaron, 
Al fin la enhiesta cerviz
 Al peso de la deshonra
Doblegaron.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Eran cual reyes ayer,
Que de pompa se rodean;
Y son luego 
Los que en bajo menester,
Viles esclavos, se emplean
Sin sosiego.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Llorado hubierais, sin duda,
Al verlos, entre gemidos,
Arrastrar 
La férrea cadena ruda,
Yendo para ser vendidos
Al bazar.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"A la madre cariñosa
Allí el hijo apartaban
De su amor; 
¡Separación horrorosa,
Con que el alma traspasaban
De dolor!","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Allí doncellas gentiles,
Que al andar perlas y flores
Esparcían, 
Para faenas serviles
Los fieros conquistadores
Ofrecían.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Hoy en lejana región
Prueban ellas del esclavo
La amargura, 
Que destroza el corazón
Y hiere la mente al cabo
Con locura.","estrofa_manriqueña","Elegía de Abul-Beka","Valera, Juan",1905,"No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"En coplas de pie quebrado
ha de andar mi devoción
esta vez
y siendo vos mi abogado
a ser vendrá la oración
justo juez.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Juez justo sois bien lo sabe
el poder que administráis 
sin falacias.
más aunque tan justo y grave
don Francisco siempre estáis
para gracias.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Ministro tan excelente
hoy no le tiene, sospecho,
ningún rey
cortés, piadoso, prudente,
solícito y al fin hecho 
a la ley.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Con firmeza judicial
usías pues la regia vara
y sin pasión
castigando siempre igual
aunque sea de Guevara
al ladrón.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Al logrero que la mies
cautiva odioso y así
triunfa necio
con moderación cortés
dais si hay trigo en su alholí
mucho aprecio.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Al tahúr que ya insolente
la quietud de la ciudad
trae en quintas
como físico prudente
le sacáis la enfermedad
por las pintas.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Al espadachín que en vano
ambicioso de opinión
más se arroja
viéndole un pobre gusano
la fabricáis la prisión
por la hoja.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Al ocioso y muy amigo
de vivir sin trabajarlo
si lo hallás
no se le tarda el castigo
bien que sea el castigarlo
por demás.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Al que vencido de amor
se amancebó, le dais guerra
blandamente
sabiendo amigo y señor
que en el mundo hay poca tierra
continente.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"A la que vive a su antojo
y de más dama muy cruda
se condena
le dais con un suave enojo
tal fraterna que sin duda
es ya buena.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"A la pobre encarcelada 
que ya por falta de dueño
y ventura
llora triste y desvelada
hacéis que consiga el sueño
y la soltura.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y en fin de vuestras acciones
aún las mínimas se ven
con donaire
y sin viento de soplones 
que mal os parece quien
os da un aire.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Con propia solicitud
las aventuras buscando
sin despechos
deshace vuestra virtud
los tuertos solo ojeando
los derechos. ","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y si alguno hacer intenta
ofensas a vuestra pluma
repetidas
dice cayendo en la cuenta
que ajustáis muy bien en suma
las partidas.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Las mil leyes pienso a fe
que de vuestro docto pecho
traen alcuña
y siendo así no diré
que tenéis todo el derecho
en la uña.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Bonito es eso imagina
el que pone en vuestros pasos
advertencia
que alcalde sois bonacina
pues hacéis todos los casos 
de conciencia.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Por limpio de manos creo
que os trata la suerte fiera
de fayanca
pues aunque limpias no veo
en vuestras manos siquiera
una blanca.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"En tan rico empobrecer
el apellido segundo
viene mal
y es muy claro a mi entender
que no hay águila en el mundo
sin caudal. ","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar, José","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Mas a tanta perfección
altos premios no limita
Dios jamás
y aquí da fin mi oración
aunque mal rimada escrita
que no hay más.","estrofa_manriqueña","Romance de pie quebrado","de Cobaleda y Aguilar","XVII","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Despierte el que está dormido
en el servicio de Dios,
y esté alerta;
mire bien que anda perdido,
pues que Dios murió por nos
cosa cierta.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Avive el seso y no pare
de hacer a Dios su servicio
si quisiere:
porque si a Dios contentare
hallará que es muy gran vicio
si ver quiere.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"La muerte que nos acerca
viendo ya el tiempo que pasa
de la vida;
con bien la otra vida merca
en aquesta vida escasa
y afligida.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"De Dios tener gran temor
que es recto Juez, y cohechos
jamás quiere,
si no son de gran dolor;
y por más fuertes pertrechos
miserere.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"¿Qué se hizo doña Juana
que fue Reina de Castilla
poderosa?
¿Qué se ha hecho esa galana?
Decid, ¿valiole su silla
tan pomposa?","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Y Carlos, aquel Infante
que fue nuestro Emperador,
¿qué se ha hecho?
Ya dicen que va adelante
a dar cuenta al gran señor
de su pecho.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"¿Qué se hicieron de sus pompas
y la corte tan crecida 
que tuviera?
Ya no le siguen sus trompas,
porque es cosa conocida
que muriera.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"¿Qué fue de su ser subido?
¿Qué fue de tanto mandar
cual mandara?
De todo es desposeído
y en morir vino a acabar
ya pasara.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"¿Qué fue de la gentileza
que tuvo en la juventud
este Marte?
Toda se vuelve graveza
cuando llega senectud
que desparte.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"El bien que hizo entre nos
cuando vivió en este suelo
tan crecido
le valdrá para con Dios
y por este tendrá el Cielo
merecido.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"No tuvo la Muerte en él
más resistencia que en uno
del ganado;
ni le bastó su tropel,
porque esto fue de consuno
acordado.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Aborreced la riqueza
aquellos que la tuviereis
en el suelo.
Y amad siempre la pobreza,
porque cuando de acá fuereis
hayáis cielo.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Acordaos de aquellos tristes
que de puerta en puerta vienen
demandando;
no digáis que no los vistes
pues que siempre se mantienen
voceando.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"No digáis: Ayúdeos Dios
si los podéis socorrer
de presente;
porque si mucho dio a vos,
fue para dar de comer
al paciente.","estrofa_manriqueña","Aviso y despertador","de Trejo, Pedro","XVI","No","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Por las noches me desvelo
entre sueño y poesía
de colores.
Así, la luna y el cielo
me acompañan hasta el día
sin actores.","estrofa_manriqueña","Sextilla de pie quebrado","Escritortao","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Con el sol yo me derrito
con mis miedos en la sombra
caminando.
Fobia y mundo gratuito
de una vida que me asombra
musitando.","estrofa_manriqueña","Sextilla de pie quebrado","Escritortao","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Desliza la pluma el trazo
derramando poesías
de cereza.
Ato letras en un lazo
de palabras que hago mías
sin pereza. ","estrofa_manriqueña","Desliza la pluma","marfilmanzana","-","Yes","consonante","8a, 8b, 4c, 8a, 8b, 4c",
"Oh tú en cien tronos Afrodita reina,
Hija de Zeus, inmortal, dolosa:
No me acongojes con pesar y tedio
Ruégote, Cipria!","estrofa_sáfica","Oda a Afrodita","Safo, versión castellana por Marcelino Meléndez Pelayo",1912,"2006 Todos los derechos reservados","Sin rima","11A 11B 11C 5d",
"Antes acude como en otros días,
mi voz oyendo y mi encendido ruego;
por mí dejaste la del padre Jove 
Alta morada.","estrofa_sáfica","Oda a Afrodita","Safo, versión castellana por Marcelino Meléndez Pelayo",1912,"2006 Todos los derechos reservados","Sin rima","11A 11B 11C 5d",
"El áureo carro que veloces llevan
Lindos gorriones, sacudiendo el ala,
Al negro suelo, desde el éter puro
Raudo bajaba.","estrofa_sáfica","Oda a Afrodita","Safo, versión castellana por Marcelino Meléndez Pelayo",1912,"2006 Todos los derechos reservados","Rima asonante entre el 2º y 4º versos","11A 11B 11C 5b",
"Y tú, oh dichosa, en tu inmortal semblante,
Te sonreías: ¿Para qué me llamas?
¿Cuál es tu anhelo? ¿qué padeces ahora?
Me preguntabas.","estrofa_sáfica","Oda a Afrodita","Safo, versión castellana por Marcelino Meléndez Pelayo",1912,"2006 Todos los derechos reservados","Rima asonante entre el 2º y 4º versos","11A 11B 11C 5b",
"¿Arde de nuevo el corazón inquieto?
¿A quién pretendes enredar en suave
Lazo de amores? ¿Quién tu red evita,
Mísera Safo?","estrofa_sáfica","Oda a Afrodita","Safo, versión castellana por Marcelino Meléndez Pelayo",1912,"2006 Todos los derechos reservados","Sin rima","11A 11B 11C 5d",
"Que si te huye, tomará a tus brazos, 
Y más propicio ofrecerte dones,
Y cuando esquives el ardiente beso,
Querrá besarte.","estrofa_sáfica","Oda a Afrodita","Safo, versión castellana por Marcelino Meléndez Pelayo",1912,"2006 Todos los derechos reservados","Sin rima","11A 11B 11C 5d",
"Ven, pues, oh Diosa, y mis anhelos cumple,
Liberta al alma de su dura pena;
Cual protectora, en la batalla lidia
Siempre a mi lado.","estrofa_sáfica","Oda a Afrodita","Safo, versión castellana por Marcelino Meléndez Pelayo",1912,"2006 Todos los derechos reservados","Sin rima","11A 11B 11C 5d",
"¡Niño temido por los dioses y hombres!
¡Hijo de Venus! ¡Ciego de amor! ¡Tirano!
¿Con débil mano, vencedor del mundo!
¡Dulce Cupido!","estrofa_sáfica","Oda primera a Cupido","José de Cadalso",1782,"?","Sin rima","11A 11B 11C 5d",
"Quita del arco la mortal saeta,
deja mi pecho que con fuerza heriste,
cuando la triste, la divina ninfa
me dominaba.","estrofa_sáfica","Oda primera a Cupido","José de Cadalso",1782,"?","Sin rima","11A 11B 11C 5d",
"Desde que el hilo de su dulce vida
por dura parca feneción cortado,
desde que el hado la llevó a la sacra
cumbre de Olimpo,","estrofa_sáfica","Oda primera a Cupido","José de Cadalso",1782,"?","Sin rima","11A 11B 11C 5d",
"Guardo constante la promesa antigua
de que ella sola me sería cara,
aunque pasara las estigias olas
con Aqueronte.","estrofa_sáfica","Oda primera a Cupido","José de Cadalso",1782,"?","Sin rima","11A 11B 11C 5d",
